[2017-09-18 17:43:14.626] 176 main.cpp:561 start
[2017-09-18 17:43:18.277] 176 main.cpp:561 start
[2017-09-25 15:00:11.298] 176 main.cpp:561 start
[2017-09-25 15:00:13.820] 176 main.cpp:561 start
[2017-09-25 15:01:21.003] 176 main.cpp:561 start
[2017-09-26 17:00:01.921] 176 main.cpp:561 start
[2017-09-26 17:39:14.565] 176 main.cpp:561 start
[2017-09-26 17:40:49.715] 176 main.cpp:561 start
[2017-10-09 11:14:47.661] 176 main.cpp:561 start
[2017-10-09 11:18:05.323] 292 aos_transport.c:445 transport failure curl code:28 error:a timeout was reached
[2017-10-09 12:19:56.755] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.924] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.924] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:57.933] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.933] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:57.944] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.944] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:57.954] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.954] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:57.966] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.966] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:57.977] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.977] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:57.982] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.983] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:57.992] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.992] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:57.996] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:57.996] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.006] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.007] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.016] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.016] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.026] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.027] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.033] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.033] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.035] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.035] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.037] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.037] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.039] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.039] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.041] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.041] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.042] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.042] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.054] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.054] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.065] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.065] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.067] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.067] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.068] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.068] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.080] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.080] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.083] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.083] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.086] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.086] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.090] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.090] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.094] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.094] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.099] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.099] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.102] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.102] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.106] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.106] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.110] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.110] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.112] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.112] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.114] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.114] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.116] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.116] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.118] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.118] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.119] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.119] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.122] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.122] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.133] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.133] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.145] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.145] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.147] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.147] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.149] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.149] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.160] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.160] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.162] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.162] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.174] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.174] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.186] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.186] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.188] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.188] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.191] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.191] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.197] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.198] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.200] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.200] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.203] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.203] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.205] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.205] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.208] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.208] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.210] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.210] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.222] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.222] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.224] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.224] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.226] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.226] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.228] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.228] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.230] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.230] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.231] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.231] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.233] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.233] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.235] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.235] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.237] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.237] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.239] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.239] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.241] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.241] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.252] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.252] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.264] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.265] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.267] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.267] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.269] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.269] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.271] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.271] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.272] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.272] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.274] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.274] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.276] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.276] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.278] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.278] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.280] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.280] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.282] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.282] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.284] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.284] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.285] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.285] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.297] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.297] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.300] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.300] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.301] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.301] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.314] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.314] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.316] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.316] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.318] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.318] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.320] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.320] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.332] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.332] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.334] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.334] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.336] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.336] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.347] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.347] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.349] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.349] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.351] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.351] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.353] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.353] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.355] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.355] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.357] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.357] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.368] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.368] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.371] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.372] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.374] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.374] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.379] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.379] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.384] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.384] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.386] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.387] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.389] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.389] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.392] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.392] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.395] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.395] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.398] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.398] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.400] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.400] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.402] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.402] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.403] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.403] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.405] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.405] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.407] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.407] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.408] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.409] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.420] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.420] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.422] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.422] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.424] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.424] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.426] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.426] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
[2017-10-09 12:19:58.427] 292 aos_buf.c:137 apr_file_open failure, code:720005 ¾Ü¾ø·ÃÎÊ¡£  .
[2017-10-09 12:19:58.428] 292 oss_util.c:366 Open write file fail, filename:d:/zip_download/big.zip
